PAISAJES Y LEYENDAS;ALTAMIRANO;0;5,5
AUTOBIOGRAFIA;DARWIN;0;5,5
EL HOMBRE EN LA HISTORIA 3;EDITORIAL PATRIA;0;60,5
EL HOMBRE Y LAS MATEMATICAS 3;ARAGON BENITEZ;0;70,4
LEARN ENGLISH TODAY 3;RODRIGUEZ;0;33
MAKING WAVES 1;PENGUIN-PATRIA;0;33
MAKING WAVES 2;PENGUIN-PATRIA;0;33
MAKING WAVES 3;PENGUIN-PATRIA;0;33
MUJER QUE NO LA;IBARGUENGOITIA;0;5,5
DAMA DE UTUBI LA;BAROJA;0;5,5
UNA AVANZADA DEL PROGRESO;CONRAD;0;5,5
JEFES CABESILLAS ABUSONES;HARRIS;0;5,5
CARTILLA MORAL;REYES, ALFONSO;0;5,5
POR UN BISTEC.EL CHINAGO;LONDON;0;5,5
CUERPO FEMENINO EL;KERVASDOUE;0;5,5
GUERRA DEL TIEMPO;CARPENTIER;0;5,5
MANUALIDADES II;PATRIA;0;55
MANUALIDADES 3;PATRIA;0;55
LAMINAS DE IMAGINACION;PATRIA;0;55
LAMINAS DEL METODO ONOMATOPEYICO;PATRIA;0;77
FONEMAS 1;PATRIA;0;84,7
FONEMAS 2;PATRIA;0;84,7
CRIMENES DE LA CALLE MORGUE LOS;ALLAN POE, EDGAR;0;5,5
BEBIDAS EXCITANTES;BRAUDEL;0;5,5
GALLINA DEGOLLADA LA;QUIROGA;0;5,5
MIL Y UN VELORIOS LOS;MONSIVAIS;0;5,5
ESCRIBIR (LIBRO PARA EL ALUMNO);HERRERA, MARIA EUGENIA;0;77
REDACTAR 1 (LIBROS DEL ALUMNO);HERRERA, MARIA EUGENIA;0;80,3
TRADICIONES PERUANAS;PALMA;0;5,5
ERNESTINA O EL NACIMIENTO DEL AMOR;STENDHAL;0;5,5
SUAVE PATRIA Y OTROS POEMAS LA;LOPEZ VELARDE;0;5,5
YERMA A-CIEN;GARCIA LORCA;0;5,5
TESTAMENTOS TRAICIONADOS LOS;KUNDERA, MILAN;0;115,5
APUNTES DE TAQUIGRAFIA 1;PATRIA;0;46,2
APUNTES DE TAQUIGRAFIA 2;PATRIA;0;46,2
ANIMALES EN GENERAL;DURRELL;0;5,5
MUERTOS LOS;JOYCE;0;5,5
PRINCIPIO DEL PLACER EL;PACHECO, JOSE EMILIO;0;5,5
UN HOMBRE CELEBRE;MACHADO DE ASSIS;0;5,5
HORLA EL;MAUPASSANT;0;5,5
SUEÑOS LOS;FREUD;0;5,5
MEMORIAS DE MIS TIEMPOS;PRIETO, GUILLERMO;0;5,5
POEMAS HUMANOS;VALLEJO;0;5,5
CIENCIA COMO VOCACION LA;WEBER, MAX;0;5,5
BESTIARIO;ARREOLA, JUAN JOSE;0;5,5
INVASION LA;MAALOUF;0;5,5
MORTAJA LA;DELIBES;0;5,5
SONIDOS QUE TE RODEAN;PATRIA;0;132
MIS LUGARES FAVORITOS;PATRIA;0;132
SECUENCIAS;PATRIA;0;71,5
INELUCTABLE FIN DE VENUSTIANO CARRANZA;GUZMAN, MARTIN LUIS;0;5,5
MAREA ROJA LA;WOOLRICH;0;5,5
GACETA SIDERAL LA;GALILEO;0;5,5
MASCARAS VENECIANAS;CASARES, BIOY;0;5,5
DE LA LIBERTAD DE PENSAMIENTO Y DISCUSION;STUART MILL, JOHN;0;5,5
MUERTE DE SEVILLA EN MADRID;ECHENIQUE, BRYCE;0;5,5
CUENTOS DE SAN CRISTOBAL;CASTELLANOS, ROSARIO;0;5,5
HOMBRE QUE SERIA REY EL;KIPLING, RUDYARD;0;5,5
CAMBIO SIN RUPTURA;CAMACHO SOLIS, MANUEL;0;75,9
ERA OTRA COSA LA VIDA;SOLORZANO DE CARDENAS, AMALIA;0;136,4
VIAJE SEDENTARIO EL;CELORIO, GONZALO;0;53,9
ESCRIBIR;DURAS, MARGUERITE;0;44
NOMBRE DE TORERO;SEPULVEDA, LUIS;0;42,9
MEXICO 1994: LA REBELION Y EL MAGNICIDIO;HUCHIN, EDUARDO;0;49,5
BOTAFUMEIRO;BURNS, ARCHIBALDO;0;124,3
CONQUISTA DE MEXICO LA;THOMAS, HUGH;0;213,4
AMOR NO CUENTA MAESTRA EL;LEON DE LA BARRA, AGUSTIN;0;61,6
REVOLUCION MEXICANA LA;WERNER TOBLER, HANS;0;246,4
ENSAYOS MEXICANOS;KATZ, FRIEDRICH;0;163,9
MEDIOS DE COMUNICACION Y SIST. DE INFOR. EN MEXICO;BOHMANN, KARIN;0;64,9
OBSESIONES;LOAEZA, GUADALUPE;0;67,1
SUPER VIRILIDAD;QUILLAM, SUSAN;0;27,5
DIAMANTES Y PEDERNALES;ARGUEDAS;0;5,5
33 NEGROS Y OTROS EPISODIOS NACIONALES LOS;RIVA PALACIO;0;5,5
MI CRISTINA-EL MAR;RODOREDA;0;5,5
NIÑA DE LOS FOSFOROS Y OTROS CUENTOS LA;ANDERSEN;0;5,5
HISTORIA DOCUMENTAL DEL CINE MEXICANO 10;GARCIA RIERA, EMILIO;0;148,5
HISTORIA DOCUMENTAL DEL CINE MEXICANO 11;GARCIA RIERA, EMILIO;0;148,5
HISTORIA DOCUMENTAL DEL CINE MEXICANO 12;GARCIA RIERA, EMILIO;0;148,5
HISTORIA DOCUMENTAL DEL CINE MEXICANO 13;GARCIA RIERA, EMILIO;0;165
ESCRIBIR 2 (LIBRO PARA EL ALUMNO);HERRERA LIMA, MA. EUGENIA;0;83,6
ESCRIBIR 2 (LIBRO PARA EL MAESTRO);HERRERA, MA. EUGENIA;0;101,2
OBSESIONES (PASTA DURA);LOAEZA, GUADALUPE;0;75,9
CRITICA DE LA RAZON PURA DE KANT LA (LA ANALITICA;BENNETT, JONATHAN;0;181,5
ENSAYOS SOBRE HUMANO;ROSTAND, JEAN;0;5,5
DIALOGOS;NOVO, SALVADOR;0;5,5
CAFE DE ARTISTAS;CELA;0;5,5
DICHA-PRELUDIO;MANSFIELD, KATHERINE;0;5,5
CALVIN Y HOBBES 16;WATTERSON, BILL;0;25,3
VELAZQUEZ;GALLEGO, JULIAN (ALIANZA CIEN);0;5,5
MURILLO;VALDIVIESO, ENRIQUE (ALI.CIEN);0;5,5
GOYA;BOZAL, VALERIANO (ALI.CIEN);0;5,5
BREVE HISTORIA DEL MUSEO DEL PRADO;CALVO SERALLER, FRANCI.(A.CIEN;0;5,5
EL HOMBRE Y LA DANZA;BARCANA ZAVALA, GRACIDA;0;72,6
METODO ONOMATOPEYICO 1er. TRIMESTRE;TORRES QUINTERO;0;30,8
METODO ONOMATOPEYICO 1er. Y 2do. CUATRIMESTRE;TORRES QUINTERO;0;48,4
METODO ONOMATOPEYICO NUEVA PRESENTACION;TORRES QUINTERO;0;48,4
NUEVAS ROSAS DE LA INFANCIA 3;MARIA ENRIQUETA;0;38,5
NUEVAS ROSAS DE LA INFANCIA 4;MARIA ENRIQUETA;0;38,5
TABLA CUANTICA DE LOS ELEMENTOS;MOSQUEIRA;0;7,7
EDUCACION AMBIENTAL;CHAVEZ MUÑOZ;0;60,5
BIOLOGIA 1;LIRA, IRMA;0;60,5
BIOLOGIA 2;LIRA, IRMA;0;60,5
HISTORIA DOCUMENTAL DEL CINE MEXICANO 14;GARCIA RIERA, EMILIO;0;165
HISTORIA DOCUMENTAL DEL CINE MEXICANO 15;GARCIA RIERA, EMILIO;0;165
HISTORIA DOCUMENTAL DEL CINE MEXICANO 16;GARCIA RIERA, EMILIO;0;165
SEGUNDO SEXO EL (TOMO 1);PATRIA;0;75,9
SEGUNDO SEXO EL (TOMO 2);PATRIA;0;94,6
MUNDO DE SOFIA EL;GAARDER, JOSTEIN;0;150
VECINA ORILLA LA;BENEDETTI;0;5
COMEDORES COMPULSIVOS SOMOS TODOS;ELIZABETH L;0;99
SONETOS Y REDONDILLAS;SOR JUANA;0;5
PALACIO DEL SOL Y OTROS CUENTOS EL;DARIO, RUBEN;0;5
NIÑA DE LOS FOSFOROS Y OTROS CUENTOS LA;ANDERSEN;0;5
GRECO EL;CALVO SERRALLER, FRANCISCO;0;5
DROGAS DE LOS ORIGENES A LA PROHIBICION LAS;ESCOHOTADO;0;5
DAMA DEL PERRITO LA;CHEJOV;0;5
A LA SOMBRA DEL ANGEL;BLAIR, KATHRYN;0;119
FIESTA LA;SCHULTZ;0;5
DALI;SANCHEZ VIDAL, AGUSTIN;0;5
SUEÑOS DE FRONTERA;TAIBO II, PACO;0;44
CINCO CUENTOS DEL DON;SHOLOJOV, MIJAIL;0;5
INFANCIA DE UN JEFE LA;SARTRE;0;5
MALESTAR EN LA CULTURA EL;FREUD,SIGMUND;0;49
TOTEM Y TABU;FREUD, SIGMUND;0;44
HOROSCOPO 1997 DE CHELA BRACHO;BRACHO, CHELA;0;55
ISLA DEL DIA DE ANTES LA;ECO, UMDERTO;0;119
CIENCIA SU METODO Y SU FILOSOFIA;BUNGE, MARIO;0;35
TRATADOS DE PNEUMATICA;PASCAL, BLAISE;0;5
APUNTES DE MECANOGRAFIA FACIL 1;ISLAS NOVELL, NORMA;0;42
APUNTES DE MECANOGRAFIA FACIL 2;ISLAS NOVELL, NORMA;0;42
APUNTES DE MECANOGRAFIA FACIL 3;ISLAS NOVELL, NORMA;0;42
ORIENTACION EDUCATIVA;NOVALES CASTRO, XAVIER;0;55
CORAZON DIARIO DE UN NIÑO;AMICIS, EDMUNDO;0;59
CRIMENES DE FAMILIA;ORTEGA, GREGORIO;0;35
TEMPERAMENTO MELANCOLICO EL;VOLPI, JORGE;0;45
FILOSOFIA PARA INCONFORMES;DE LA BORBOLLA, OSCAR;0;30
PRIMEROS EN MORIR LOS;TRUEBA LARA, JOSE LUIS;0;35
CRECED Y MULTIPLICAOS;LAVEAGA, GERARDO;0;35
ASESINOS SERIALES;AVIÑA, RAFAEL;0;39
LIBRO DEL DESTINO EL;GORDON, JOSE;0;35
MEXICO Y LOS ALBORES DEL DISCURSO COLONIAL;BAUDOT, GEORGES;0;75
MEMORIA DE LA MUERTE;ORTIZ QUESADA, FEDERICO;0;45
SI VOLVIESEN SUS MAJESTADES;PADILLA, IGNACIO;0;40
REMORAS LAS;URROZ, ELOY;0;49
MI PRIMER ATLAS;BOYLE, BILL;0;99
LIBRO DE LA COCINA MEXICANA EL;PALAZUELOS, SUSANNA;0;590
CONSEJERA LUNAR 1997;VALERIA, ANDREA;0;40
VIRGEN DE MEDIANOCHE;ESTRADA, JOSEFINA;0;35
EXPERIENCIA ESPIRITUAL EN LA MUJER DE HOY LA;DE LA ROSA, MARIA EUGENIA;0;35
HAZME EL AMOR;RUVALCABA, EUSEBIO;0;40
LENGUAJE DEL ADIOS EL;BEATTIE, MELODY;0;69
UNA ACTITUD POSITIVA;BUSSIERE, RAYMOND;0;8
UNA GRAN SENSACION;BUSSIERE, RAYMOND;0;8
OLVIDA LAS PREOCUPACIONES;BUSSIERE, RAYMOND;0;8
SEGURIDAD;BUSSIERE, RAYMOND;0;8
TU Y EL MEDIO AMBIENTE;BUSSIERE, RAYMOND;0;8
ALCANZA TUS METAS;BUSSIERE, RAYMOND;0;8
AMISTAD;BUSSIERE, RAYMOND;0;8
DE LA REBELION DE TEXAS A LA GUERRA DEL 47;ZORAIDA VAZQUEZ, JOSEFINA;0;81
MARTES DEL SILENCIO EL;BERRUGA, ENRIQUE;0;61
TODO LO QUE NECESITA SABER ACERCA DE LOS DIENTES D;SCHELLHORN, CECILIA;0;29
MAGNETISMO DEL DINERO EL;WALTERS, DONALD;0;29
MILAGRO DEL NACIMIENTO EL;BRYAN, JENNY;0;119
60 000 CARAS;MESSENGER, NORMAN;0;97
MEXICANO ES SU PROPIO ENEMIGO EL;SCHMIDT, SAMUEL;0;45
CAMINO DE REGRESO EL;DE SAYVE, CARMEN;0;40
UNA HISTORIA DE MEXICO;ZORAIDA VAZQUEZ, JOSEFINA;0;190
ESCANDALO EL;ALARCON, PEDRO ANTONIO;0;20
SOMBRERO DE TRES PICOS EL;ALARCON, PEDRO ANTONIO;0;14
RIMAS;BECQUER, GUSTAVO ADOLFO;0;12
ALCALDE DE ZALAMEA EL;CALDERON DE LA BARCA, PEDRO;0;13
DAMA DUENDE LA;CALDERON DE LA BARCA, PEDRO;0;12
GRAN TEATRO DEL MUNDO EL;CALDERON DE LA BARCA, PEDRO;0;12
HIJA DEL AIRE LA;CALDERON DE LA BARCA, PEDRO;0;18
MAGICO PRODIGIOSO EL;CALDERON DE LA BARCA, PEDRO;0;12
REGENTA I LA;ALAS CLARIN, LEOPOLDO;0;29
REGENTA II LA;ALAS CLARIN, LEOPOLDO;0;29
CONDE DE LUCANOR EL;ANONIMO;0;23
VERDAD SOSPECHOSA LA;RUIZ DE ALARCON, JUAN;0;18
TIA TULA LA;DE UNAMUNO, MIGUEL;0;25
PEPITA JIMENEZ;VALERA, JUAN;0;18
DON JUAN TENORIO;ZORILLA, JOSE;0;22
TRAGEDIAS COMPLETAS;ESQUILO;0;36
MADAME BOVARY;FLAUBERT, GUSTAVE;0;30
FAUSTO;GOETHE;0;34
REY LEAR EL;SHAKESPEARE, WILLIAM;0;17
EUROPA DEL RENACIMIENTO LA;BENNASSAR, BARTOLOME;0;17
ROMA Y SU IMPERIO;CODOÑER, CARMEN;0;17
INQUISICION LA;GARCIA CARCEL, RICARDO;0;17
CRUZADAS LAS;LOSTE, MARIA ANTONIA;0;17
PRIMERAS SOCIEDADES LAS;SANTACANA, JOAN;0;17
REVOLUCION FRANCESA LA;YLLAN, ESPERANZA;0;17
GRANDES DESCUBRIMIENTOS LOS;ZARAGOZA, GONZALO;0;17
RUMBO A LAS INDIAS;ZARAGOZA, GONZALO;0;17
DICCIONARIO DE LINGUISTICA;REI;0;41
DICCIONARIO LENGUA ESPAÑOLA SINONIMOS;GILI GAYA, SAMUEL;0;39
DICCIONARIO LENGUA ESPAÑOLA ESCOLAR;REI;0;42
DICCIONARIO ESENCIAL DE LA LENGUA ESPAÑOLA;REI;0;26
DICCIONARIO ILUSTRADO LATINO-ESPAÑOL ESPAÑOL-LATIN;REI;0;49
DICCIONARIO LENGUA NACIONAL INICIAL;REI;0;17
DICCIONARIO ITALIANO-ESPAÑOL ESPAÑOL-ITALIANO;REI;0;42
DICCIONARIO MANUAL LENGUA ESPAÑOLA SINONIMOS Y ANT;REI;0;25
DICCIONARIO CONCISO DE LA LENGUA ESPAÑOLA;REI;0;13
DICCIONARIO INGLES-ESPAÑOL ESPAÑOL-INGLES;REI;0;25
EVITE SER VICTIMA;TRUEBA BUENFIL, JOSE LUIS;0;29
QUE NO LE ROBEN EL COCHE;TRUEBA BUENFIL, JOSE LUIS;0;29
EVITE SER VICTIMA DE UN SECUESTRO;TRUEBA BUENFIL, JOSE LUIS;0;29
PROTEJASE EN SUS VIAJES;TRUEBA BUENFIL, JOSE LUIS;0;29
TARJETAS DE CREDITO;TRUEBA BUENFIL, JOSE LUIS;0;29
PROTEJA SU CASA;TRUEBA BUENFIL, JOSE LUIS;0;29
PROTEJASE EN CASO DE DESASTRES;TRUEBA BUENFIL, JOSE LUIS;0;29
ANALISIS DEL DISCURSO;STUBBS, MICHAEL;0;161
ACCION PENSAMIENTO Y LENGUAJE;BRUNER, JEROME;0;327
JOVENES CONSTRUYEN SU MATRIMONIO;AUPING BIRCH, JUAN;0;39
CAPITALISMO EN EL SIGLO XXI;HEILBRONER, ROBERT;0;45
NOSOTROS LOS CURANDEROS;CAMPOS NAVARRO, ROBERTO;0;79
HISTORIA DEL MUNDO ACTUAL 1945-1995 2 TOMOS;GARCIA DE CORTAZAR, FERNANDO;0;350
LIBRO DE LA ARENA EL;BORGES, JORGE;0;54
HISTORIA DE UNA GAVIOTA Y DEL GATO QUE LA ENSEÑO A;SEPULVEDA LUIS;0;80
UMBRALES;LOPEZ PORTILLO JOSE;0;40
LUNA CALIENTE;GIARDINELLI MEMPO;0;45
VIAJE TRIUNFAL EL;GARCIA AGUILAR EDUARDO;0;47
RETRATO DE MARIA;GRIMES NIKKI;0;35
ARDIENTE SEDUCCION;RAMOS JAIME;0;35
HOLA QUIEN ANDA AHI;GAARDER JOESTEIN;0;195
COCINA DE LAURA LA (LUJO);DE CARAZA CAMPOS LAURA;0;370
FIESTAS DE FRIDA Y DIEGO RECUERDOS Y RECETAS LAS;RIVERA MARIN GUADALUPE;0;390
POEMA DEL CANTE JONDO;GARCIA LORCA FEDERICO;0;25
MARIANA PINEDA;GARCIA LORCA FEDERICO;0;22
CASA DE BERNARDA ALBA LA;GARCIA LORCA FEDERICO;0;23
BODAS DE SANGRE;GARCIA LORCA FEDERICO;0;30
AMOR DE DON PERLIMPLIN CON BELISA EN SU JARDIN;GARCIA LORCA FEDERICO;0;20
POESIA;DE LEON FRAY LUIS;0;14
PIPA;ALAS LEOPOLDO (CLARIN);0;17
RUFIAN DICHOSO EL;DE CERVANTES MIGUEL;0;13
ENTREMESES;DE CERVANTES MIGUEL;0;13
DON QUIJOTE DE LA MANCHA VOL. II;DE CERVANTES MIGUEL;0;40
DON QUIJOTE DE LA MANCHA VOL. I;DE CERVANTES MIGUEL;0;40
NUMANCIA;DE CERVANTES MIGUEL;0;13
ANTOLOGIA;CERNUDA LUIS;0;18
MOCEDADES DEL CID LAS;DE CASTRO GUILLEN;0;13
DAMA DEL ALBA LA;CASONA ALEJANDRO;0;50
BREVISIMA RELACION DE LA DESTRUCCION DE LAS INDIAS;DE LAS CASAS BARTOLOME;0;0
VIDA ES UN SUEÑO LA;CALDERON DE LA BARCA PEDRO;0;0
MARTIN RIVAS;BLEST GANA ALBERTO;0;20
MILAGROS DE NUESTRA SEÑORA;DE BECERRO GONZALO;0;22
LEYENDAS;BECQUER GUSTAVO ADOLFO;0;18
NAVE DE LOS LOCOS LA;BAROJA PIO;0;23
2INQUIETUDES DE SHANTI ANDIA;BAROJA PIO;0;19
TAMAÑO DEL INFIERNO;AZUELA ARTURO;0;20
RUTA DE DON QUIJOTE DE LA MANCHA;AZORIN;0;13
ROMANCERO VIEJO EL;ANONIMO;0;17
POERSIA LIRICA DEL SIGLO DE ORO;ANONIMO;0;18
POEMA DE FERNAN GONZALES;ANONIMO;0;13
LIBRO DEL CABALLERO ZIFAR;ANONIMO;0;23
ABENCERRAJE EL;ANONIMO;0;16
ANTOLOGIA DE NUESTRO MONSTRUOSO MUNDO;ALONSO DAMASO;0;14
PROSA HISTORICA;ALFONSO EL SABIO;0;16
GUZMAN DE ALFARACHE II;ALEMAN MATEO;0;23
GUZMAN DE ALFARACHE I;ALEMAN MATEO;0;23
POESIAS CASTELLANAS COMPLETAS;DE ALDANA FRANCISCO;0;23
POETA DE NUEVA YORK;GARCIA LORCA FEDERICO;0;24
PUBLICO EL;GARCIA LORCA FEDERICO;0;14
YERMA;GARCIA LORCA FEDERICO;0;13
FABULA DE POLIFEMO Y GALATEA;GONGORA LUIS DE;0;13
ROMANCES;GONGORA LUIS DE;0;23
SOLEDADES;GONGORA LUIS DE;0;20
MIENTRAS EL AIRE ES NUESTRO;GUILLEN JORGE;0;20
AMANTES DE TERUEL LOS;HARTZENBUSCH JUAN EUGENIO;0;14
MARTIN FIERRO;HERNANDEZ JOSE;0;18
HOMBRE ACECHA,CANCIONERO;HERNANDEZ MIGUEL;0;13
HOMBRE Y SU POESIA EL;HERNANDEZ MIGUEL;0;13
POESIA CASTELLANA ORIGINAL COMPLETA;HERRERA FERNANDO DE;0;40
ALTAZOR, TEMBLOR DEL CIELO;HUIDOBRO VICENTE;0;30
MARIA;ISAACS JORGE;0;23
AMOR SE ESCRIBE SIN HACHE;JARDIEL PONCELA ENRIQUE;0;25
ANTOLOGIA POETICA;JIMENEZ JUAN RAMON;0;13
PLATERO Y YO;JIMENEZ JUAN RAMON;0;24
CABALLERO DE OLMEDO EL;LOPE DE VEGA;0;13
CASTIGO SIN VENGANZA EL;LOPE DE VEGA;0;18
DAMA BOBA LA;LOPE DE VEGA;0;13
FUENTE OVEJUNA;LOPE DE VEGA;0;19
PERIBAÑES Y EL COMENDADOR DE OCAÑA;LOPE DE VEGA;0;13
POESIA SELECTA;LOPE DE VEGA;0;29
SEGUNDA PARTE DEL LAZARILLO;ANONIMO Y JUAN DE LUNA;0;20
CAMPOS DE CASTILLA;MACHADO ANTONIO;0;13
COMPLEMENTARIOS LOS;MACHADO ANTONIO;0;17
SOLEDADES. GALERIAS, OTROS POEMAS;MACHADO ANTONIO;0;17
POESIA;MANRIQUE JORGE;0;14
LO DEMAS ES SILENCIO;MONTERROSO AUGUSTO;0;13
SI DE LAS NIÑAS;FERNANDEZ DE MORATIN LEANDRO;0;13
VENGANZA DE DON MENDO LA;MUÑOS SECA PEDRO;0;13
ESPIRITU DE LA LETRA EL;ORTEGA Y GASSET JOSE;0;13
MEDITACIONES DEL QUIJOTE;ORTEGA Y GASSET JOSE;0;13
BUSCON EL;QUEVEDO FRANCISCO DE;0;16
PROSA Y POESIA;REYES ALFONSO;0;16
DON ALVARO O LA FUERZA DEL SINO;RIVAS DUQUE DE;0;13
CELESTINA LA;ROJAS FERNANDO DE;0;25
TEATRO SOBRE TEATRO;RUBIAL JOSE;0;16
POESIA;DE LA CRUZ SON JUAN;0;14
LIBRO DE LA VIDA;DE JESUS SANTA TERESA;0;22
POESIA LIRICA;DE LA CRUZ SOR JUANA;0;29
CONDENADO POR DESCONFIADO EL;MOLINA TIRSO DE;0;14
VERGONZOSO EN PALACIO;MOLINA TIRSO DE;0;13
NIEBLA;UNAMUNO MIGUEL DE;0;35
POEMAS DE LOS PUEBLOS DE ESPAÑA;UNAMUNO MIGUEL DE;0;14
SAN MANUEL BUENO MARTIR;UNAMUNO MIGUEL DE;0;12
TIA TULA LA;UNAMUNO MIGUEL DE;0;25
VIDA DE DON QUIJOTE Y SANCHO;UNAMUNO MIGUEL DE;0;24
PEPITA JIMENEZ;VALERA JUAN;0;18
POESIA CASTELLANA COMPLETA;DE LA VEGA GARCILASO;0;14
DIABLO COJUELO EL;VELEZ DE GUEVARA LUIS;0;14
TRAIDOR INCONFESO Y MARTIR;ZORRILLA JOSE;0;13
AVISPAS LAS. LA PAZ. LAS AVES;ARISTOFANES;0;17
TIO GORIOT EL;BALZAC HONORO DE;0;17
TRISTAN E ISEO;BEROUL;0;18
CID EL;CORNEILLE;0;17
DIVINA COMEDIA LA;ALIGHIERI DANTE;0;40
CUATRO CUARTETOS;ELIOT;0;17
TRAGEDIAS I;EURIPIDES;0;23
CUENTOS DE CANTERBURY;CHAUCER GEOFFREY;0;34
WHERTHER;VON GOETHE;0;19
SIMPLICIUS SIMPLICISSIMUS;GRIMMELSHAUSEN;0;23
RELATOS;HENRY JAMES;0;23
AMISTADES PELIGROSAS LAS;LACLOS CHODERLOS DE;0;34
CANTOS DE MALDOR LOS;LAUTREMONT;0;25
DE LA NATURALEZA DE LAS COSAS;LUCRECIO;0;20
FAUSTO;MARLOWE CHRISTOPHER;0;17
AVARO EL, EL ENFERMO IMAGINARIO;MOLIERE;0;20
TARTUFO;MOLIERE;0;17
ENSAYOS I;MONTAIGNE MICHEL DE;0;25
SATIRICON EL;PETRONIO;0;25
RELATOS;POE EDGAR ALLAN;0;26
ANDROMACA, FEDRA;RACINE JEAN;0;28
DIABLO EN EL CUERPO EL;RADIGUET RAYMOND;0;17
JUSTINA;SADE MARQUES DE;0;29
MERCADER DE VENECIA EL;SHAKESPEARE WILLIAM;0;17
ROMEO Y JULIETA;SHAKESPEARE WILLIAM;0;31
TRAGEDIAS COMPLETAS;SOFOCLES;0;23
CANDIDO MICROMEGAS;VOLTAIRE;0;22
TABERNA LA;ZOLA EMILIO;0;29
NANA;ZOLA EMILE;0;34
COMO SE COMENTA UN TEXTO FILMICO;CARMONA RAMON;0;63
TEXTO Y CONTEXTO;VAN DIJK TEUN;0;67
INTRODUCCION A LA NOVELA CONTEMPORANEA;AMOROS ANDRES;0;39
INTRODUCCION A LOS ESTUDIOS LITERARIOS;LEPESA RAFAEL;0;23
HABERMAS Y MODERNIDAD;GUIDDENS ANTHONY;0;70
FILOSOFIA POSITIVA LA;KOLAKOWSKI LESZEK;0;49
INTRODUCCION A LAS RELACIONES INTERNACIONALES;ARENAL CELESTINO DEL;0;114
POLIARQUIA LA;DAHL ROBERT;0;51
NUEVO LIBERALISMO EL;DAHRENDORF RALF;0;36
TRATADO CONTRA EL METODO;FEYERABEND PAUL;0;69
CIENCIA Y TECNICA COMO IDEOLOGIA;HABERMAS JURGEN;0;41
IDENTIDADES NACIONALES Y POSTNACIONALES;HABERMAS JURGEN;0;30
LOGICA DE LAS CIENCIAS SOCIALES;HABERMAS JURGEN;0;72
SOBRE NIETZSCHE Y OTROS ENSAYOS;HABERMAS JURGEN;0;30
TEORIA Y PRAXIS Estudios de filosofia social;HABERMAS JURGEN;0;45
SI DIOS NO EXISTE;KOLAKOWSKI LESZEK;0;45
HOMBRE POLITICO EL;LIPSET SEYMOUR MARTIN;0;86
LOGICA DE LA INVESTIGACION CIENTIFICA;POPPER KARL;0;70
HISTORIA DE LAS IDEAS POLITICAS;TOUCHARD JEAN;0;84
CIVILIZACIONES ACTUALES;BRAUDEL FERNAND;0;81
ARTE DEL LIDERAZGO EL;WALTERS DONALD;0;30
HACIENDOSE MUJER;GRAVELLE KAREN;0;35
MAXIMAS PARA LA CURACION;WALTERS DONALD;0;40
NOVELA MEXICANA ENTRE EL PETROLEO LA HOMOSEXUALIDA;SCHNEIDER LUIS MARIO;0;40
CUANDO NADA ES SUFICIENTE;ASHNER LAURIE;0;69
SUPERCONCIENCIA;WALTERS DONALD;0;49
GUIA PARA PADRES DE JOVENES DEPRIMIDOS;WILLIAMS KATE;0;55
COFRE DE MILAGROS;BORYSENKO JOAN;0;75
ORIENTACION EDUCATIVA PATRIA;CARBAJAL;0;49
HOMBRE Y LA MUSICA CON AUDIOCASETTE;AGUDELO GRACIELA;0;60
APUNTES Y PRACTICAS SECRETARIALES # 2;ISLAS NOVELL NORMA;0;42
APUNTES Y PRACTICAS SECRETARIALES # 1;ISLAS NOVELL NORMA;0;42
SANAR TU PIEL AMARGA;VOLPI JORGE;0;55
PRIMEROS CIEN AÑOS DE FIDEL LOS;SANCHEZ GONZALEZ AGUSTIN;0;95
DIOS Y LOS ESCRITORES MEXICANOS;SALINAS ADELA;0;125
ENSALADAS Y ADEREZOS PARA TODA OCASION;PEÑA PATRICIA;0;60
MEJORES RECETAS DE LA COMIDA DIARIA LAS;PEREZ CASTAÑOS LOURDES;0;55
MAS DE 100 RECETAS PARA PREPARAR JUGOS Y BEBIDAS;PEÑA PATRICIA;0;49
HOROSCOPO 1998 DE CHELA BRACHO;PROMEXA;0;60
GUIA ASTROLOGICA 1998 PARA OPTIMISTAS Y PESIMISTAS;VALERIA ANDREA;0;125
HOY HARE UNA SOLA COSA;PROMEXA;0;110
DIEGO EL ROJO;RIVE GUADALUPE;0;120
CAPITALISMO HACIA EL TERCER MILENIO;OBREGON;0;135
SIETE SECRETOS PARA VIVIR;MARIANN PARADY;0;95
COMO MEDITAR;JYOTISH NOVAK;0;65
SEIS REGLAS RADICALES PARA SOBREVIVIR;PATRIA;0;69
LIDERAZGO PARA PRINCIPIANTES;MAXMELL;0;45
ANGELES Y OTROS COMPAÑEROS DEL ESPIRITU;GARFIELD;0;100
CUENTOS DE HADAS PARA AMANTES;LLOYD.D;0;75
PICARDIA UNIVERSAL;LUNA ALEJANDRO;0;89
ENCUENTRO CON LA FE;YOUNT DAVID;0;135
LUNA DEL TULIPAN LA;MELDENSOHN;0;175
PEQUEÑO LIBRO DE LAS GANDES PREGUNTAS;ROBINSON;0;65
INQUIETUDES DE SHANTI ANDIA LAS;BAROJA;0;19
POLIARQUIA LA;DAHL ROBERT;0;51
ALMACENAMIENTO DEL GRANO;LINDBLAD;11,4;20,9
ANIMALES DE RANCHO;CADWALLADER;3,6;11
